id,status,vehicle_id,proposer_id,dealer_id,customer_id,category,signature_url,insurer_form_url,mileage_coverage,duration,start_at,end_at,warranty_start_override,price,max_claim,premium,remarks,cancel_remarks
595,submitted_to_insurer,668,657,26,592,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595557395-rfq_1595557383_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595557383_on_1595593121.pdf,130000,5,7/24/2020,7/23/2025,FALSE,1400,10000,,,
596,submitted_to_insurer,669,658,26,593,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595559844-rfq_1595559828_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595559828_on_1595593137.pdf,130000,5,7/24/2020,7/23/2025,FALSE,1100,10000,,,
597,submitted_to_insurer,670,659,26,594,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595560084-rfq_1595560077_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595560077_on_1595593147.pdf,130000,5,7/24/2020,7/23/2025,FALSE,600,10000,,,
598,submitted_to_insurer,671,660,26,595,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595579671-rfq_1595560217_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595560217_on_1595593184.pdf,130000,5,7/24/2020,7/23/2025,FALSE,600,10000,,,
599,submitted_to_insurer,672,661,26,596,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595809510-rfq_1595560511_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595560511_on_1595868552.pdf,130000,5,7/24/2020,7/23/2025,FALSE,2800,10000,,,
600,submitted_to_insurer,679,668,26,603,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595818536-rfq_1595818528_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595818528_on_1595868517.pdf,130000,5,7/27/2020,7/26/2025,FALSE,1100,10000,,,
601,submitted_to_insurer,680,669,2,604,preowned_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595839841-rfq_1595839827_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595839827_on_1595868531.pdf,25000,1,7/27/2020,7/26/2021,FALSE,880,10000,,,
634,submitted_to_insurer,713,702,26,637,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595896375-rfq_1595896367_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595896367_on_1595935095.pdf,130000,5,7/28/2020,7/27/2025,FALSE,2500,10000,,,
635,submitted_to_insurer,714,703,26,638,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595897383-rfq_1595897376_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595897376_on_1595935128.pdf,130000,5,7/28/2020,7/27/2025,FALSE,1400,10000,,,
636,submitted_to_insurer,716,705,26,639,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595898701-rfq_1595898694_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595898694_on_1595935063.pdf,130000,5,7/28/2020,7/27/2025,FALSE,1400,10000,,,
637,submitted_to_insurer,717,706,26,640,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595901016-rfq_1595901009_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595901009_on_1595935073.pdf,130000,5,7/28/2020,7/27/2025,FALSE,600,10000,,,
638,submitted_to_insurer,718,707,26,641,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1596009014-rfq_1595985215_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595985215_on_1596101698.pdf,130000,5,7/29/2020,7/28/2025,FALSE,1400,10000,,,
639,submitted_to_insurer,719,708,26,642,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595986419-rfq_1595985728_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595985728_on_1595993600.pdf,130000,5,7/29/2020,7/28/2025,FALSE,600,10000,,,
640,submitted_to_insurer,720,709,26,643,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595986392-rfq_1595986385_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595986385_on_1595993376.pdf,130000,5,7/29/2020,7/28/2025,FALSE,1100,10000,,,
641,submitted_to_insurer,721,710,26,644,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595987030-rfq_1595987024_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595987024_on_1595993391.pdf,130000,5,7/29/2020,7/28/2025,FALSE,1400,10000,,,
642,submitted_to_insurer,722,711,26,645,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595989102-rfq_1595989093_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595989093_on_1595993402.pdf,130000,5,7/29/2020,7/28/2025,FALSE,1400,10000,,,
643,submitted_to_insurer,723,712,26,646,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1595989650-rfq_1595989641_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1595989641_on_1595993583.pdf,130000,5,7/29/2020,7/28/2025,FALSE,2500,10000,,,
644,submitted_to_insurer,724,713,26,647,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1596069110-rfq_1596069102_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1596069102_on_1596099055.pdf,130000,5,7/30/2020,7/29/2025,FALSE,2500,10000,,,
645,submitted_to_insurer,726,715,26,648,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1596070077-rfq_1596070069_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1596070069_on_1596099920.pdf,130000,5,7/30/2020,7/29/2025,FALSE,600,10000,,,
646,submitted_to_insurer,727,716,26,649,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1596072390-rfq_1596072383_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1596072383_on_1596099979.pdf,130000,5,7/30/2020,7/29/2025,FALSE,2500,10000,,,
647,submitted_to_insurer,728,717,26,650,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1596099738-rfq_1596072994_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1596072994_on_1596101724.pdf,130000,5,7/30/2020,7/29/2025,FALSE,1400,10000,,,
648,submitted_to_insurer,730,719,26,651,new_warranty,https://carfren-production-signature.s3.ap-southeast-1.amazonaws.com/1596073596-rfq_1596073588_signature_txt,https://s3.ap-southeast-1.amazonaws.com/carfren-production-docs.carfren.sg/order/order_RFQ-1596073588_on_1596101620.pdf,130000,5,7/30/2020,7/29/2025,FALSE,600,10000,,,
